 DEPT ,GR ,SP ,CAL ,AC , CNL ,DEN,LLD, LLS ,POR,VSH,Sw,PERM,Sg
2616.015,105.488,25.484,21.797,207.501,18.72,2.633,269.735,269.544,0.010303030303030246,0.6820571428571428,1.0,1.3502367139750856e-06,0.0
2616.14,103.676,25.851,21.8,207.714,17.729,2.633,285.178,285.79,0.010303030303030246,0.6691142857142858,1.0,1.3502367139750856e-06,0.0
2616.265,102.648,26.156,21.801,207.664,17.58,2.631,287.905,288.742,0.011515151515151593,0.6617714285714286,1.0,1.885054675586292e-06,0.0
2616.39,100.229,26.385,21.803,205.764,17.296,2.632,278.311,278.663,0.010909090909090785,0.6444928571428571,1.0,1.6028049085899774e-06,0.0
2616.515,99.854,26.481,21.808,202.906,16.62,2.636,261.359,260.775,0.008484848484848359,0.6418142857142857,1.0,7.541318019840284e-07,0.0
2616.64,104.505,26.535,21.819,201.406,16.111,2.641,243.23,241.167,0.0054545454545453925,0.6750357142857143,1.0,2.003506135737472e-07,0.0
2616.765,111.776,26.688,21.833,201.261,16.548,2.647,234.247,229.937,0.0018181818181818871,0.7269714285714285,1.0,7.420393095325068e-09,0.0
2616.89,115.483,26.839,21.847,201.389,17.707,2.651,243.583,235.719,0.0,0.7534500000000001,1.0,0.0,0.0
2617.015,112.2,27.053,21.86,201.355,18.618,2.65,283.961,270.579,0.0,0.73,1.0,0.0,0.0
2617.14,103.742,27.29,21.875,199.324,17.639,2.647,360.072,339.548,0.0018181818181818871,0.6695857142857143,1.0,7.420393095325068e-09,0.0
2617.265,93.255,27.526,21.892,194.463,15.061,2.65,460.087,430.95,0.0,0.5946785714285714,1.0,0.0,0.0
2617.39,82.568,27.789,21.913,189.952,12.511,2.662,558.442,521.021,0.0,0.5183428571428571,1.0,0.0,0.0
2617.515,74.468,28.158,21.934,187.599,11.229,2.68,617.008,574.754,0.0,0.46048571428571433,1.0,0.0,0.0
2617.64,71.925,28.639,21.952,186.253,11.081,2.698,616.146,574.075,0.0,0.44232142857142853,1.0,0.0,0.0
2617.765,76.908,29.101,21.963,186.482,11.57,2.712,555.244,518.441,0.0,0.47791428571428574,1.0,0.0,0.0
2617.89,85.13,29.65,21.974,187.991,12.032,2.719,476.031,445.905,0.0,0.5366428571428571,1.0,0.0,0.0
2618.015,91.092,30.314,21.989,188.951,12.147,2.716,411.077,386.174,0.0,0.5792285714285714,1.0,0.0,0.0
2618.14,90.729,31.029,22.02,189.696,11.902,2.71,373.586,351.746,0.0,0.5766357142857143,1.0,0.0,0.0
2618.265,87.393,31.78,22.091,190.03,11.625,2.708,349.694,329.957,0.0,0.5528071428571428,1.0,0.0,0.0
2618.39,85.863,32.68,22.236,189.758,11.568,2.715,329.046,311.257,0.0,0.5418785714285714,1.0,0.0,0.0
2618.515,89.223,33.642,22.428,190.769,11.935,2.72,303.581,287.889,0.0,0.5658785714285715,1.0,0.0,0.0
2618.64,95.983,34.62,22.553,192.508,12.776,2.712,267.819,254.286,0.0,0.6141642857142857,1.0,0.0,0.0
2618.765,103.559,35.634,22.478,194.209,14.164,2.684,218.432,206.812,0.0,0.6682785714285714,1.0,0.0,0.0
2618.89,110.163,36.694,22.198,199.148,16.247,2.641,164.269,154.421,0.0054545454545453925,0.71545,1.0,2.003506135737472e-07,0.0
2619.015,116.569,37.793,21.854,206.752,19.015,2.591,119.487,118.611,0.03575757575757559,0.7612071428571429,0.5720797906373026,5.644418198239159e-05,0.19766600589949385
2619.14,125.218,38.877,21.619,212.866,22.281,2.551,93.032,92.3,0.05999999999999985,0.8229857142857143,0.3863826110896736,0.0002666666666666647,0.4472239603388979
2619.265,136.152,39.936,21.54,218.538,25.139,2.535,78.727,78.149,0.06969696969696956,0.9010857142857142,0.36158404165724733,0.0004179811240315246,0.5463956986024928
2619.39,146.573,40.968,21.542,224.846,26.526,2.548,71.816,71.347,0.061818181818181744,0.9755214285714287,0.4268331765219808,0.00029165113021862227,0.5502014728286686
2619.515,152.175,41.954,21.528,228.003,25.789,2.575,70.739,70.351,0.045454545454545296,1.0,0.5848954257563233,0.00011594364211443978,0.41510457424367675
2619.64,152.981,42.86,21.505,226.465,24.186,2.604,72.181,71.873,0.02787878787878777,1.0,0.9440601533880357,2.675079193801742e-05,0.05593984661196427
2619.765,150.736,43.615,21.512,224.837,22.844,2.625,74.046,73.792,0.015151515151515098,1.0,1.0,4.294208967201473e-06,0.0
2619.89,147.683,44.25,21.54,224.498,22.591,2.637,75.086,74.833,0.007878787878787818,0.9834499999999999,1.0,6.038001344602574e-07,0.0
2620.015,145.069,44.795,21.55,224.145,23.144,2.64,75.2,74.899,0.006060606060605931,0.9647785714285714,1.0,2.748293739008796e-07,0.0
2620.14,143.647,45.204,21.533,223.774,23.827,2.637,74.763,74.365,0.007878787878787818,0.9546214285714285,1.0,6.038001344602574e-07,0.0
2620.265,143.821,45.541,21.507,224.254,24.034,2.632,74.942,74.396,0.010909090909090785,0.9558642857142857,1.0,1.6028049085899774e-06,0.0
2620.39,145.021,45.831,21.485,224.187,23.668,2.633,76.452,75.716,0.010303030303030246,0.9644357142857142,1.0,1.3502367139750856e-06,0.0
2620.515,145.573,46.094,21.475,222.075,22.828,2.639,78.985,78.034,0.00666666666666674,0.9683785714285715,1.0,3.657978966621062e-07,0.0
2620.64,144.643,46.182,21.492,219.005,21.881,2.648,81.32,80.14,0.0012121212121210788,0.9617357142857142,1.0,2.198634991206452e-09,0.0
2620.765,143.623,46.191,21.529,217.68,21.255,2.655,83.52,82.068,0.0,0.9544499999999999,1.0,0.0,0.0
2620.89,143.88,46.181,21.558,218.232,21.541,2.654,87.79,85.95,0.0,0.9562857142857143,1.0,0.0,0.0
2621.015,143.432,46.143,21.561,218.082,22.405,2.642,96.571,94.174,0.004848484848484853,0.9530857142857142,1.0,1.4071263943725973e-07,0.0
2621.14,139.88,46.136,21.548,215.269,22.576,2.629,109.418,106.36,0.012727272727272672,0.9277142857142857,1.0,2.5451948316961757e-06,0.0
2621.265,133.05,46.123,21.573,211.001,21.02,2.629,119.164,115.663,0.012727272727272672,0.8789285714285715,1.0,2.5451948316961757e-06,0.0
2621.39,128.016,46.34,21.644,208.564,19.375,2.641,117.549,114.059,0.0054545454545453925,0.8429714285714285,1.0,2.003506135737472e-07,0.0
2621.515,130.23,46.57,21.699,211.656,19.549,2.647,102.654,99.615,0.0018181818181818871,0.8587857142857143,1.0,7.420393095325068e-09,0.0
2621.64,141.004,46.781,21.716,220.962,22.797,2.624,82.765,80.312,0.015757575757575637,0.9357428571428571,1.0,4.830401075682058e-06,0.0
2621.765,154.952,47.076,21.751,229.363,28.432,2.565,67.627,65.593,0.05151515151515149,1.0,0.527825003926998,0.00016877958924688824,0.47217499607300195
2621.89,165.927,47.303,21.802,233.778,34.425,2.503,60.977,59.093,0.08909090909090897,1.0,0.3214168087183275,0.0008730018272717961,0.6785831912816724
2622.015,168.993,47.44,21.812,235.247,35.467,2.465,60.022,58.141,0.11212121212121216,1.0,0.257419822627056,0.0017401165345252699,0.742580177372944
2622.14,164.354,47.52,21.789,231.193,31.58,2.46,60.98,59.106,0.11515151515151513,1.0,0.24866899286060967,0.0018850546755862525,0.7513310071393904
2622.265,155.258,47.703,21.819,224.362,27.778,2.471,60.978,59.202,0.10848484848484838,1.0,0.2639546561976056,0.0015762396264793932,0.7360453438023944
2622.39,146.919,47.871,21.922,224.148,26.806,2.487,59.123,57.492,0.09878787878787867,0.9779928571428572,0.2943764818055201,0.0011902164865331846,0.6857904142983761
2622.515,141.286,47.95,22.016,228.522,27.778,2.497,56.698,55.174,0.09272727272727274,0.9377571428571428,0.3202533237507672,0.0009843225644878542,0.623275429495986
2622.64,137.494,48.051,22.075,230.003,28.746,2.501,55.538,54.04,0.09030303030303032,0.9106714285714286,0.3322672674769479,0.0009091215525660995,0.5864708017871214
2622.765,134.158,48.115,22.166,228.475,28.451,2.53,55.682,54.171,0.0727272727272728,0.886842857142857,0.41203137479168006,0.00047490515810075164,0.4830410927407874
2622.89,132.109,48.103,22.325,227.63,27.284,2.586,56.297,54.781,0.03878787878787882,0.872207142857143,0.7683274441566008,7.2044871391877e-05,0.108836512553356
2623.015,132.16,48.071,22.53,226.716,26.147,2.636,56.148,54.667,0.008484848484848359,0.8725714285714286,1.0,7.541318019840284e-07,0.0
2623.14,133.839,48.004,22.699,226.182,25.76,2.663,54.572,53.148,0.0,0.8845642857142857,1.0,0.0,0.0
2623.265,137.285,47.861,22.783,231.012,26.507,2.623,51.813,50.426,0.016363636363636178,0.9091785714285714,1.0,5.409466566491175e-06,0.0
2623.39,141.993,47.674,22.749,241.26,28.417,2.535,49.261,47.855,0.06969696969696956,0.9428071428571428,0.4571087073499079,0.0004179811240315246,0.48968460433840383
2623.515,146.49,47.368,22.633,246.847,30.252,2.442,47.8,46.328,0.1260606060606059,0.9749285714285715,0.2565616045992068,0.0024731653507492615,0.7215274863098842
2623.64,148.918,47.034,22.491,246.504,30.137,2.384,47.649,46.068,0.16121212121212122,0.9922714285714286,0.2009372315729103,0.005172590029808682,0.7925801363924576
2623.765,148.443,46.619,22.305,246.059,27.972,2.368,48.7,46.96,0.17090909090909093,0.9888785714285715,0.18748017811787274,0.006163259778686777,0.8032991465574519
2623.89,145.989,46.144,22.039,242.849,25.536,2.391,50.956,49.007,0.15696969696969693,0.97135,0.19955909136220856,0.004774879770737332,0.7762880904559734
2624.015,143.371,45.558,21.725,234.53,23.817,2.445,54.423,52.21,0.12424242424242429,0.9526500000000001,0.24396293320225174,0.00236768940982797,0.7145699455856271
2624.14,141.388,44.891,21.484,228.004,22.786,2.52,59.13,56.578,0.07878787878787873,0.9384857142857144,0.3690809710572023,0.0006038001344602698,0.5742513233150922
2624.265,139.665,44.247,21.387,225.094,22.437,2.596,66.009,62.992,0.032727272727272626,0.9261785714285714,0.8409566512503811,4.327573253193047e-05,0.08763789420416432
2624.39,137.009,43.589,21.382,221.127,22.932,2.648,77.345,73.629,0.0012121212121210788,0.9072071428571428,1.0,2.198634991206452e-09,0.0
2624.515,132.378,43.026,21.394,214.927,23.723,2.675,94.091,89.371,0.0,0.8741285714285714,1.0,0.0,0.0
2624.64,124.99,42.545,21.415,208.448,23.674,2.691,116.774,110.705,0.0,0.8213571428571428,1.0,0.0,0.0
2624.765,115.994,42.161,21.436,203.836,22.105,2.71,143.561,135.996,0.0,0.7571,1.0,0.0,0.0
2624.89,109.186,41.798,21.46,201.513,20.121,2.737,167.36,158.7,0.0,0.7084714285714286,1.0,0.0,0.0
2625.015,108.7,41.555,21.499,198.934,18.574,2.765,176.687,171.066,0.0,0.7050000000000001,1.0,0.0,0.0
2625.14,115.145,41.377,21.631,197.639,18.127,2.785,163.738,159.709,0.0,0.7510357142857143,1.0,0.0,0.0
2625.265,126.228,41.222,21.908,202.343,19.044,2.781,134.77,131.933,0.0,0.8301999999999999,1.0,0.0,0.0
2625.39,140.018,41.201,22.21,212.3,21.759,2.734,102.624,100.775,0.0,0.9287,1.0,0.0,0.0
2625.515,152.724,41.247,22.322,222.378,26.156,2.646,78.496,77.219,0.0024242424242424264,1.0,1.0,1.758907992965747e-08,0.0
2625.64,160.73,41.317,22.25,229.683,30.543,2.551,63.201,62.197,0.05999999999999985,1.0,0.4687829166749083,0.0002666666666666647,0.5312170833250918
2625.765,162.35,41.366,22.186,237.773,31.654,2.484,54.892,54.007,0.10060606060606056,1.0,0.2999896912421207,0.0012571509057173768,0.7000103087578793
2625.89,160.903,41.445,22.249,245.719,29.731,2.443,51.306,50.467,0.12545454545454537,1.0,0.24883675116284493,0.0024376659153518606,0.7511632488371551
2626.015,158.7,41.517,22.298,246.377,27.065,2.424,51.463,50.633,0.13696969696969696,1.0,0.22756892474013882,0.0031724038329078623,0.7724310752598612
2626.14,156.906,41.602,22.152,242.408,25.054,2.425,53.973,53.124,0.13636363636363644,1.0,0.22320203461719643,0.0031304783370899123,0.7767979653828035
2626.265,155.379,41.644,21.897,240.548,23.486,2.451,57.54,56.651,0.12060606060606052,1.0,0.24441673660018146,0.0021658200891340323,0.7555832633998185
2626.39,153.043,41.628,21.674,236.841,22.379,2.5,61.386,60.469,0.09090909090909086,1.0,0.3139373729905888,0.0009275491369155266,0.6860626270094112
2626.515,149.237,41.577,21.581,229.539,22.215,2.559,64.317,63.41,0.055151515151515,0.9945499999999999,0.5055506400517604,0.0002071034461198713,0.48929993570581526
2626.64,145.203,41.488,21.573,224.263,23.037,2.613,66.134,65.24,0.022424242424242378,0.9657357142857143,1.0,1.392093227620206e-05,0.0
2626.765,142.181,41.356,21.581,222.599,24.406,2.646,67.656,66.738,0.0024242424242424264,0.94415,1.0,1.758907992965747e-08,0.0
2626.89,139.634,41.259,21.582,221.883,25.341,2.662,69.582,68.605,0.0,0.9259571428571428,1.0,0.0,0.0
2627.015,137.285,41.268,21.586,220.59,25.165,2.677,71.225,70.188,0.0,0.9091785714285714,1.0,0.0,0.0
2627.14,136.717,41.287,21.621,220.048,24.106,2.688,71.05,69.99,0.0,0.9051214285714286,1.0,0.0,0.0
2627.265,138.748,41.297,21.705,221.903,23.277,2.692,68.517,67.48,0.0,0.9196285714285714,1.0,0.0,0.0
2627.39,142.272,41.226,21.845,226.362,23.341,2.686,64.344,63.359,0.0,0.9448,1.0,0.0,0.0
2627.515,145.604,41.015,22.03,232.835,24.61,2.671,60.415,59.465,0.0,0.9686000000000001,1.0,0.0,0.0
2627.64,148.116,40.624,22.194,237.843,26.354,2.652,58.588,57.614,0.0,0.9865428571428573,1.0,0.0,0.0
2627.765,149.637,40.062,22.276,239.175,27.425,2.639,59.866,58.799,0.00666666666666674,0.9974071428571428,1.0,3.657978966621062e-07,0.0
2627.89,149.963,39.498,22.269,239.175,26.959,2.633,64.757,63.542,0.010303030303030246,0.9997357142857143,1.0,1.3502367139750856e-06,0.0
2628.015,149.514,39.028,22.232,236.757,25.486,2.63,72.568,71.202,0.012121212121212133,0.9965285714285715,1.0,2.1986349912071842e-06,0.0
2628.14,148.477,38.786,22.22,230.816,23.739,2.628,82.188,80.7,0.013333333333333211,0.9891214285714286,1.0,2.9263831732966728e-06,0.0
2628.265,145.897,38.777,22.287,223.501,22.342,2.629,91.217,89.643,0.012727272727272672,0.9706928571428571,1.0,2.5451948316961757e-06,0.0
2628.39,141.351,38.739,22.453,217.518,21.676,2.635,98.053,96.421,0.009090909090909167,0.9382214285714285,1.0,9.275491369155513e-07,0.0
2628.515,136.226,38.507,22.692,214.553,22.063,2.642,101.83,100.173,0.004848484848484853,0.9016142857142857,1.0,1.4071263943725973e-07,0.0
2628.64,132.836,37.949,22.924,214.144,23.076,2.647,103.21,101.547,0.0018181818181818871,0.8774000000000001,1.0,7.420393095325068e-09,0.0
2628.765,131.639,37.184,23.039,215.016,23.894,2.649,103.757,102.047,0.0006060606060605394,0.8688500000000001,1.0,2.748293739008065e-10,0.0
2628.89,131.424,36.268,22.849,216.288,23.896,2.648,106.168,104.279,0.0012121212121210788,0.8673142857142858,1.0,2.198634991206452e-09,0.0
2629.015,130.031,35.357,22.386,217.814,23.265,2.644,112.163,109.974,0.0036363636363635054,0.8573642857142858,1.0,5.9363144762587375e-08,0.0
2629.14,126.574,34.622,21.844,217.498,22.373,2.641,121.589,116.531,0.0054545454545453925,0.8326714285714285,1.0,2.003506135737472e-07,0.0
2629.265,121.032,34.157,21.51,214.774,21.339,2.644,131.946,126.47,0.0036363636363635054,0.7930857142857143,1.0,5.9363144762587375e-08,0.0
2629.39,115.594,33.762,21.404,211.583,20.4,2.652,139.929,134.433,0.0,0.7542428571428571,1.0,0.0,0.0
2629.515,112.737,33.405,21.406,208.979,19.954,2.659,143.366,138.193,0.0,0.7338357142857143,1.0,0.0,0.0
2629.64,113.242,33.217,21.429,206.96,20.214,2.66,141.752,137.0,0.0,0.7374428571428572,1.0,0.0,0.0
2629.765,115.159,32.986,21.455,206.663,20.861,2.66,136.988,132.587,0.0,0.7511357142857144,1.0,0.0,0.0
2629.89,117.003,32.795,21.448,208.177,21.68,2.663,130.932,126.762,0.0,0.7643071428571429,1.0,0.0,0.0
2630.015,118.95,32.602,21.369,209.993,22.612,2.667,124.769,120.764,0.0,0.7782142857142857,1.0,0.0,0.0
2630.14,122.284,32.527,21.24,211.375,23.33,2.669,118.93,115.026,0.0,0.8020285714285714,1.0,0.0,0.0
2630.265,127.342,32.533,21.122,212.699,23.279,2.667,114.67,110.751,0.0,0.8381571428571428,1.0,0.0,0.0
2630.39,131.958,32.625,21.059,214.227,22.391,2.662,113.221,109.17,0.0,0.8711285714285714,1.0,0.0,0.0
2630.515,133.941,32.852,21.043,212.987,20.923,2.657,114.71,110.451,0.0,0.8852928571428572,1.0,0.0,0.0
2630.64,131.71,33.046,21.045,210.586,19.254,2.656,119.08,114.573,0.0,0.8693571428571429,1.0,0.0,0.0
2630.765,126.471,33.197,21.048,208.701,17.84,2.661,125.605,120.843,0.0,0.8319357142857143,1.0,0.0,0.0
2630.89,119.561,33.247,21.05,206.163,16.939,2.671,133.041,128.06,0.0,0.7825785714285715,1.0,0.0,0.0
2631.015,112.007,33.109,21.053,203.164,16.189,2.678,138.915,133.751,0.0,0.7286214285714286,1.0,0.0,0.0
2631.14,104.184,32.771,21.062,201.85,14.915,2.678,143.143,137.788,0.0,0.6727428571428571,1.0,0.0,0.0
2631.265,97.631,32.317,21.074,201.775,13.351,2.669,146.772,141.306,0.0,0.6259357142857143,1.0,0.0,0.0
2631.39,95.209,31.964,21.087,200.836,12.356,2.656,149.22,143.812,0.0,0.6086357142857143,1.0,0.0,0.0
2631.515,96.8,31.738,21.101,199.451,12.191,2.646,149.331,144.062,0.0024242424242424264,0.62,1.0,1.758907992965747e-08,0.0
2631.64,99.892,31.628,21.119,199.316,12.748,2.644,147.015,141.875,0.0036363636363635054,0.6420857142857143,1.0,5.9363144762587375e-08,0.0
2631.765,102.102,31.642,21.139,199.971,13.518,2.646,142.881,137.932,0.0024242424242424264,0.6578714285714286,1.0,1.758907992965747e-08,0.0
2631.89,104.27,31.737,21.151,200.726,14.256,2.646,136.349,131.719,0.0024242424242424264,0.6733571428571429,1.0,1.758907992965747e-08,0.0
2632.015,107.319,32.132,21.151,202.461,15.025,2.644,127.327,123.075,0.0036363636363635054,0.6951357142857143,1.0,5.9363144762587375e-08,0.0
2632.14,109.34,32.785,21.149,204.935,15.857,2.643,119.292,115.268,0.004242424242424314,0.7095714285714286,1.0,9.42664752480125e-08,0.0
2632.265,108.471,33.725,21.151,206.388,16.481,2.643,114.98,110.99,0.004242424242424314,0.7033642857142858,1.0,9.42664752480125e-08,0.0
2632.39,105.322,34.805,21.155,206.19,16.362,2.644,114.626,110.558,0.0036363636363635054,0.6808714285714286,1.0,5.9363144762587375e-08,0.0
2632.515,102.65,35.547,21.157,204.815,15.74,2.646,115.819,111.669,0.0024242424242424264,0.6617857142857143,1.0,1.758907992965747e-08,0.0
2632.64,101.272,35.669,21.16,203.385,15.216,2.646,117.133,112.923,0.0024242424242424264,0.6519428571428572,1.0,1.758907992965747e-08,0.0
2632.765,100.346,35.149,21.161,202.497,14.977,2.643,118.372,114.066,0.004242424242424314,0.6453285714285715,1.0,9.42664752480125e-08,0.0
2632.89,99.167,34.24,21.171,202.218,14.697,2.638,120.662,116.133,0.00727272727272728,0.6369071428571429,1.0,4.749051581007517e-07,0.0
2633.015,97.186,33.236,21.212,201.835,14.245,2.634,125.476,120.515,0.009696969696969706,0.6227571428571429,1.0,1.125701115498078e-06,0.0
2633.14,94.216,32.382,21.286,200.742,13.742,2.633,133.07,127.497,0.010303030303030246,0.601542857142857,1.0,1.3502367139750856e-06,0.0
2633.265,90.187,31.89,21.352,199.53,13.202,2.635,141.652,135.437,0.009090909090909167,0.5727642857142857,1.0,9.275491369155513e-07,0.0
2633.39,85.418,31.701,21.358,198.629,12.5,2.639,148.367,141.629,0.00666666666666674,0.5387000000000001,1.0,3.657978966621062e-07,0.0
2633.515,81.051,31.593,21.302,198.201,11.7,2.64,152.038,144.927,0.006060606060605931,0.5075071428571428,1.0,2.748293739008796e-07,0.0
2633.64,78.008,31.663,21.225,198.459,11.102,2.636,153.87,146.442,0.008484848484848359,0.4857714285714285,1.0,7.541318019840284e-07,0.0
2633.765,77.073,32.08,21.172,198.796,10.862,2.631,155.881,148.111,0.011515151515151593,0.4790928571428571,1.0,1.885054675586292e-06,0.0
2633.89,77.679,32.666,21.153,198.283,10.733,2.628,158.131,150.081,0.013333333333333211,0.4834214285714286,1.0,2.9263831732966728e-06,0.0
2634.015,78.604,33.285,21.152,197.527,10.483,2.63,158.752,150.641,0.012121212121212133,0.4900285714285714,1.0,2.1986349912071842e-06,0.0
2634.14,78.441,33.762,21.159,197.171,10.163,2.632,155.534,147.695,0.010909090909090785,0.48886428571428575,1.0,1.6028049085899774e-06,0.0
2634.265,77.289,34.046,21.169,197.451,10.105,2.633,148.973,141.635,0.010303030303030246,0.4806357142857143,1.0,1.3502367139750856e-06,0.0
2634.39,75.758,34.073,21.19,198.094,10.481,2.632,140.502,133.741,0.010909090909090785,0.46969999999999995,1.0,1.6028049085899774e-06,0.0
2634.515,74.311,33.794,21.238,198.736,11.12,2.634,132.563,126.281,0.009696969696969706,0.4593642857142858,1.0,1.125701115498078e-06,0.0
2634.64,73.3,33.518,21.312,199.007,11.617,2.64,126.935,121.011,0.006060606060605931,0.4521428571428571,1.0,2.748293739008796e-07,0.0
2634.765,73.363,33.235,21.399,198.693,11.621,2.644,124.332,118.692,0.0036363636363635054,0.45259285714285713,1.0,5.9363144762587375e-08,0.0
2634.89,74.69,33.03,21.492,197.998,11.137,2.64,123.612,118.242,0.006060606060605931,0.4620714285714286,1.0,2.748293739008796e-07,0.0
2635.015,75.529,32.88,21.6,198.007,10.448,2.622,123.984,118.855,0.016969696969696985,0.4680642857142857,1.0,6.033054415872512e-06,0.0
2635.14,73.376,32.745,21.717,199.179,9.748,2.595,125.651,120.718,0.033333333333333166,0.4526857142857143,0.5984436763686688,4.572473708276108e-05,0.0
2635.265,69.327,32.643,21.785,200.912,9.166,2.568,127.717,122.993,0.04969696969696961,0.4237642857142857,0.39813534985759763,0.00015153212222898907,0.05426610468785675
2635.39,65.768,32.419,21.749,202.776,8.758,2.536,128.419,123.919,0.06909090909090902,0.39834285714285717,0.2855942459452707,0.00040717180992662957,0.1543176501586253
2635.515,65.301,32.285,21.617,204.759,8.607,2.5,126.254,121.926,0.09090909090909086,0.3950071428571429,0.21890471407621429,0.0009275491369155266,0.2311017794302792
2635.64,67.674,32.212,21.484,205.669,8.666,2.478,122.584,118.319,0.10424242424242407,0.4119571428571429,0.19374192261751783,0.0013984549779672655,0.27951423322663793
2635.765,71.163,32.091,21.434,205.102,8.914,2.492,119.374,115.029,0.09575757575757571,0.4368785714285714,0.2137258171276508,0.001084012797429794,0.27707589715806347
2635.89,72.86,32.006,21.518,204.289,9.28,2.532,119.383,114.722,0.07151515151515145,0.449,0.28616445942404933,0.0004515534558591376,0.2022403890607991
2636.015,71.51,31.898,21.688,204.358,9.526,2.569,124.99,119.68,0.04909090909090907,0.4393571428571429,0.40742370468154687,0.0001460555972952665,0.05945590570806358
2636.14,67.547,31.818,21.872,204.702,9.396,2.573,138.491,132.176,0.04666666666666664,0.41104999999999997,0.40716219373459606,0.0001254686785550981,0.03137213959873719
2636.265,63.347,31.662,22.015,204.85,8.927,2.551,157.409,149.996,0.05999999999999985,0.38105,0.29704276020989934,0.0002666666666666647,0.12114423979010058
2636.39,60.292,31.428,22.12,204.866,8.443,2.519,175.684,167.355,0.07939393939393927,0.35922857142857145,0.21248659893328126,0.000617841442002239,0.1976153404606581
2636.515,59.232,31.168,22.215,204.509,8.202,2.486,188.076,179.17,0.09939393939393922,0.35165714285714283,0.16404326648258924,0.0012122569778319125,0.25205522702390415
2636.64,60.408,30.906,22.288,203.433,8.228,2.447,194.764,185.508,0.12303030303030295,0.36005714285714285,0.13023225657694323,0.0022990650648236563,0.3085572499165632
2636.765,64.113,30.673,22.312,203.087,8.369,2.412,196.652,187.174,0.14424242424242426,0.38652142857142857,0.11054594217477749,0.0037050495431476967,0.3644651227602874
2636.89,70.121,30.435,22.279,204.13,8.382,2.402,190.839,181.378,0.1503030303030302,0.42943571428571425,0.10769206371261249,0.004191970241475384,0.4075011916986428
2637.015,75.996,30.3,22.221,205.807,8.149,2.417,176.469,167.508,0.1412121212121213,0.4714,0.11920070198589247,0.0034764093679714595,0.4268440252868349
2637.14,78.858,30.53,22.118,207.728,7.841,2.424,155.622,147.794,0.13696969696969696,0.4918428571428572,0.13086545245091077,0.0031724038329078623,0.43057953456207637
2637.265,76.779,30.984,21.944,208.926,7.805,2.414,133.299,127.088,0.1430303030303029,0.4769928571428571,0.13540774252272914,0.003612427646873101,0.416390984749998
2637.39,71.9,31.449,21.745,208.189,8.106,2.415,113.513,108.915,0.14242424242424237,0.44214285714285717,0.14735954886466307,0.0035667012608141023,0.374235689230575
2637.515,66.556,31.86,21.591,207.524,8.67,2.45,98.775,95.386,0.12121212121212106,0.40397142857142854,0.18561600944227766,0.0021986349912071694,0.29060130657503824
2637.64,62.48,32.249,21.508,208.056,9.278,2.505,90.554,87.912,0.08787878787878789,0.37485714285714283,0.26739120885874085,0.0008378517000086231,0.16240273053519838
2637.765,59.902,32.551,21.453,209.063,9.677,2.555,86.911,84.785,0.057575757575757426,0.3564428571428572,0.4165891624598053,0.0002356318344482799,0.0
2637.89,58.848,32.601,21.409,210.822,9.757,2.579,85.101,83.384,0.04303030303030287,0.34891428571428573,0.5633045587839338,9.836445604224293e-05,0.0
2638.015,59.763,32.593,21.391,212.992,9.712,2.584,82.992,81.56,0.039999999999999904,0.35545,0.6136304403562399,7.901234567901178e-05,0.0
2638.14,63.733,32.537,21.399,213.644,9.769,2.584,80.49,79.177,0.039999999999999904,0.38380714285714285,0.6230946855842868,7.901234567901178e-05,0.0
2638.265,71.887,32.272,21.423,212.384,10.046,2.588,78.325,76.936,0.03757575757575748,0.44205,0.6723989941583257,6.549953502305252e-05,0.0
2638.39,82.125,31.798,21.466,209.983,10.538,2.598,77.583,75.938,0.031515151515151545,0.5151785714285714,0.8055311109352089,3.864320860545746e-05,0.0
2638.515,91.376,31.202,21.567,207.428,11.258,2.605,79.584,77.499,0.02727272727272723,0.5812571428571429,0.919059335462463,2.504382669671914e-05,0.0
2638.64,95.746,30.568,21.773,205.823,11.995,2.587,86.34,83.611,0.03818181818181802,0.6124714285714286,0.6302638162250533,6.872026045579676e-05,0.0
2638.765,93.767,29.868,22.025,206.788,12.236,2.54,97.427,93.92,0.0666666666666666,0.5983357142857143,0.33981034511587094,0.00036579789666209305,0.2853029882174624
2638.89,84.588,29.164,22.234,209.474,11.787,2.497,111.394,107.082,0.09272727272727274,0.5327714285714286,0.22847917187958322,0.0009843225644878542,0.3476170878606765
2639.015,70.135,28.555,22.342,212.56,10.944,2.477,124.434,119.55,0.10484848484848489,0.4295357142857143,0.19118477851524937,0.001422988721346033,0.298163251787781
2639.14,56.488,27.92,22.398,216.23,10.04,2.469,132.576,127.531,0.10969696969696974,0.33205714285714283,0.1770345028417383,0.001629667006424482,0.22829394737471198
2639.265,48.711,27.145,22.456,220.187,9.264,2.454,133.46,128.604,0.11878787878787864,0.27650714285714284,0.16294360284674786,0.002069337664644258,0.19950572182857662
2639.39,46.788,26.254,22.544,223.007,8.867,2.426,129.551,124.851,0.1357575757575756,0.26277142857142854,0.14471066631756596,0.0030889238609267075,0.21814512589022617
2639.515,47.018,25.37,22.62,224.178,8.859,2.392,126.092,121.258,0.15636363636363637,0.2644142857142857,0.1273519132099723,0.004719785550639545,0.2520812296471706
2639.64,46.728,24.499,22.606,224.492,9.042,2.361,127.587,122.249,0.17515151515151497,0.26234285714285716,0.11302327586032401,0.006633712975759686,0.2785213475162993
